Week,Sample,Hawea:Start Storage [GWh],Hawea:End Storage [GWh],Hawea:Water Values [$/MWh],Hawea:Res Spill [GWh],Hawea:Res Inflow [GWh],Hawea:Res Release [GWh],Tekapo:Start Storage [GWh],Tekapo:End Storage [GWh],Tekapo:Water Values [$/MWh],Tekapo:Res Spill [GWh],Tekapo:Res Inflow [GWh],Tekapo:Res Release [GWh],Pukaki:Start Storage [GWh],Pukaki:End Storage [GWh],Pukaki:Water Values [$/MWh],Pukaki:Res Spill [GWh],Pukaki:Res Inflow [GWh],Pukaki:Res Release [GWh],Taupo:Start Storage [GWh],Taupo:End Storage [GWh],Taupo:Water Values [$/MWh],Taupo:Res Spill [GWh],Taupo:Res Inflow [GWh],Taupo:Res Release [GWh],WEEKStartDate,Total_Other_Storage,Season,Seasonal_Max_Other_Storage,Total_Other_Storage_Perc,Other_Storage_Level
72,29,140.264,154.136,165.167,0.0,14.719,0.848,240.478,257.014,127.829,0.0,83.087,66.552,710.317,796.102,172.492,0.0,103.934,18.149,48.455,11.605,191.744,0.0,33.997,70.847,2021-11-08,961.84,Unknown,2610.26,0.37,Low
73,29,154.136,168.227,189.521,0.0,14.939,0.848,257.014,300.692,137.333,0.0,110.272,66.594,796.102,907.732,184.363,0.0,137.374,25.744,11.605,0.0,233.906,0.0,35.526,47.132,2021-11-15,1075.96,Unknown,2610.26,0.41,Medium
74,29,168.227,177.432,145.097,0.0,10.052,0.848,300.692,288.828,115.886,0.0,67.538,79.402,907.732,926.614,146.064,0.0,110.096,91.214,0.0,0.0,223.8,0.0,38.852,38.852,2021-11-22,1104.05,Unknown,2610.26,0.42,Medium
75,29,177.432,192.1,182.35,0.0,15.516,0.848,288.828,293.339,134.002,0.0,84.143,79.632,926.614,994.53,171.356,0.0,125.138,57.223,0.0,6.219,262.773,0.0,39.176,32.957,2021-11-29,1192.85,Unknown,2610.26,0.46,Medium
76,29,192.1,201.359,167.088,0.0,10.106,0.848,293.339,294.042,135.088,0.0,77.492,76.789,994.53,1025.69,160.951,0.0,114.375,83.215,6.219,64.378,262.888,0.0,73.108,14.948,2021-12-06,1291.43,Unknown,2610.26,0.49,Medium
77,29,201.359,210.917,172.37,0.0,10.406,0.848,294.042,296.855,139.971,0.0,82.165,79.353,1025.69,1074.8,167.556,0.0,137.085,87.975,64.378,112.611,247.586,0.0,65.898,17.666,2021-12-13,1398.33,Unknown,2610.26,0.54,Medium
78,29,210.917,217.422,173.515,0.0,7.353,0.848,296.855,282.379,144.263,0.0,64.805,79.281,1074.8,1081.134,171.778,0.0,102.343,96.009,112.611,127.311,248.854,0.0,31.196,16.496,2021-12-20,1425.87,Unknown,2610.26,0.55,Medium
79,29,217.422,222.98,202.759,0.0,6.405,0.848,282.379,253.634,162.311,0.0,50.581,79.326,1081.134,1115.91,203.054,0.0,102.254,67.478,127.311,149.164,272.327,0.0,31.91,10.057,2021-12-27,1488.05,Summer,2610.26,0.57,Medium
80,29,222.98,230.84,222.205,0.0,8.708,0.848,253.634,286.795,183.526,0.0,112.865,79.704,1115.91,1247.654,226.505,0.0,157.982,26.238,149.164,189.173,286.246,0.0,50.066,10.057,2022-01-03,1667.67,Summer,2610.26,0.64,High
81,29,230.84,245.863,181.474,0.0,15.87,0.848,286.795,333.446,162.59,0.0,126.358,79.707,1247.654,1371.303,180.391,0.0,187.741,64.091,189.173,214.748,259.222,0.0,51.017,25.442,2022-01-10,1831.91,Summer,2610.26,0.7,High
82,29,245.863,251.989,182.391,0.0,6.974,0.848,333.446,351.089,153.578,0.0,97.606,79.963,1371.303,1428.682,177.935,0.0,159.941,102.563,214.748,226.157,255.308,0.0,35.154,23.746,2022-01-17,1906.83,Summer,2610.26,0.73,High
83,29,251.989,262.297,185.372,0.0,11.155,0.848,351.089,390.152,152.497,0.0,119.235,80.173,1428.682,1550.446,176.205,0.0,209.784,88.02,226.157,235.181,255.613,0.0,36.797,27.773,2022-01-24,2047.92,Summer,2610.26,0.78,High
84,29,262.297,264.99,180.393,0.0,3.541,0.848,390.152,351.238,142.822,0.0,41.742,80.656,1550.446,1506.681,162.721,0.0,116.046,159.81,235.181,287.773,256.799,0.0,65.837,13.244,2022-01-31,2059.44,Summer,2610.26,0.79,High
85,29,264.99,264.885,194.493,0.0,2.813,2.918,351.238,315.872,157.907,0.0,45.643,81.01,1506.681,1452.825,186.708,0.0,106.635,160.49,287.773,279.326,236.664,0.0,28.578,37.026,2022-02-07,1997.04,Summer,2610.26,0.77,High
86,29,264.885,254.99,212.824,0.0,4.757,14.652,315.872,279.081,175.157,0.0,44.76,81.551,1452.825,1421.384,218.471,0.0,118.463,149.904,279.326,232.991,254.932,0.0,23.281,69.615,2022-02-14,1909.36,Summer,2610.26,0.73,High
87,29,254.99,226.764,215.858,0.0,2.044,30.27,279.081,231.142,189.906,0.0,33.798,81.737,1421.384,1337.067,226.432,0.0,84.393,168.709,232.991,178.347,260.15,0.0,17.46,72.104,2022-02-21,1742.18,Summer,2610.26,0.67,High
88,29,226.764,200.945,226.753,0.0,4.452,30.27,231.142,190.611,216.066,0.0,41.487,82.018,1337.067,1302.748,239.068,0.0,110.32,144.639,178.347,164.398,272.834,0.0,49.175,63.123,2022-02-28,1668.09,Summer,2610.26,0.64,High
89,29,200.945,177.366,218.575,0.0,5.994,29.573,190.611,193.152,221.932,0.0,76.357,73.816,1302.748,1311.89,219.746,0.0,124.142,115.0,164.398,200.886,237.229,0.0,90.833,54.346,2022-03-07,1690.14,Summer,2610.26,0.65,High
90,29,177.366,163.489,223.993,0.0,4.431,18.308,193.152,168.311,221.178,0.0,41.594,66.434,1311.89,1285.72,222.139,0.0,80.434,106.604,200.886,253.182,226.677,0.0,104.707,52.41,2022-03-14,1702.39,Summer,2610.26,0.65,High
91,29,163.489,148.509,229.15,0.0,2.219,17.199,168.311,141.569,229.4,0.0,33.048,59.791,1285.72,1265.241,220.577,0.0,86.422,106.9,253.182,213.659,214.085,0.0,44.306,83.829,2022-03-21,1627.41,Summer,2610.26,0.62,High
92,29,148.509,130.194,243.251,0.0,1.483,19.797,141.569,146.308,255.95,0.0,27.75,23.011,1265.241,1182.141,227.41,0.0,41.32,124.42,213.659,163.346,227.454,0.0,35.962,86.275,2022-03-28,1475.68,Autum,2610.26,0.57,Medium
93,29,130.194,115.124,253.353,0.0,0.84,15.91,146.308,143.953,259.85,0.0,21.35,23.706,1182.141,1087.27,234.454,0.0,46.871,141.741,163.346,139.263,236.006,0.0,53.322,77.405,2022-04-04,1341.66,Autum,2610.26,0.51,Medium
94,29,115.124,91.523,241.364,0.0,0.693,24.294,143.953,136.94,240.837,0.0,16.694,23.706,1087.27,959.468,228.377,0.0,32.218,160.02,139.263,117.823,222.571,0.0,63.679,85.118,2022-04-11,1168.81,Autum,2610.26,0.45,Medium
95,29,91.523,92.211,269.458,0.0,1.536,0.848,136.94,135.482,257.662,0.0,22.248,23.706,959.468,829.858,244.178,0.0,28.254,157.863,117.823,115.004,238.227,0.0,69.676,72.495,2022-04-18,1037.07,Autum,2610.26,0.4,Medium
96,29,92.211,77.565,256.834,0.0,1.456,16.101,135.482,129.807,253.531,0.0,20.401,26.077,829.858,688.769,249.485,0.0,33.856,174.945,115.004,64.153,228.032,0.0,35.356,86.208,2022-04-25,830.49,Autum,2610.26,0.32,Low
97,29,77.565,72.208,268.448,0.0,8.203,13.56,129.807,167.028,270.332,0.0,62.04,24.818,688.769,607.935,262.91,0.0,62.95,143.785,64.153,67.248,273.584,0.0,72.844,69.749,2022-05-02,747.39,Autum,2610.26,0.29,Low
98,29,72.208,81.371,241.415,0.0,10.01,0.848,167.028,189.263,207.739,0.0,104.716,82.481,607.935,689.838,246.772,0.0,128.458,46.555,67.248,109.787,209.543,0.0,120.181,77.643,2022-05-09,881.0,Autum,2610.26,0.34,Low
99,29,81.371,85.922,218.132,0.0,5.399,0.848,189.263,162.054,180.534,0.0,55.28,82.489,689.838,715.616,220.71,0.0,89.263,63.485,109.787,59.171,174.277,0.0,52.163,102.779,2022-05-16,860.71,Autum,2610.26,0.33,Low
100,29,85.922,95.302,236.69,0.0,10.227,0.848,162.054,202.424,215.813,0.0,110.143,69.772,715.616,844.547,236.191,0.0,128.931,0.0,59.171,53.901,197.011,0.0,73.943,79.214,2022-05-23,993.75,Autum,2610.26,0.38,Low
101,29,95.302,86.094,215.536,0.0,5.523,14.731,202.424,168.539,179.711,0.0,48.889,82.774,844.547,894.258,208.488,0.0,85.354,35.644,53.901,20.909,188.048,0.0,55.378,88.37,2022-05-30,1001.26,Autum,2610.26,0.38,Low
102,29,86.094,91.651,231.844,0.0,6.404,0.848,168.539,143.445,204.083,0.0,44.435,69.529,894.258,943.448,210.157,0.0,75.878,26.688,20.909,110.791,212.484,0.0,151.624,61.741,2022-06-06,1145.89,Autum,2610.26,0.44,Medium
103,29,91.651,96.077,214.921,0.0,5.274,0.848,143.445,144.864,201.231,0.0,42.507,41.088,943.448,974.728,194.102,0.0,56.783,25.503,110.791,100.603,170.289,0.0,70.398,80.586,2022-06-13,1171.41,Autum,2610.26,0.45,Medium
104,29,96.077,106.77,224.3,0.0,11.54,0.848,144.864,165.629,214.539,0.0,44.68,23.915,974.728,1002.071,197.935,0.0,40.136,12.793,100.603,83.591,192.42,0.0,56.127,73.139,2022-06-20,1192.43,Autum,2610.26,0.46,Medium
105,29,106.77,112.673,218.119,0.0,6.751,0.848,165.629,182.122,204.069,0.0,40.408,23.915,1002.071,1044.776,193.532,0.0,51.573,8.868,83.591,185.328,201.256,0.0,153.784,52.048,2022-06-27,1342.78,Winter,2610.26,0.51,Medium
106,29,112.673,119.298,205.491,0.0,7.473,0.848,182.122,207.097,188.248,0.0,51.281,26.306,1044.776,1069.565,180.135,0.0,49.351,24.563,185.328,183.539,154.968,0.0,85.48,87.269,2022-07-04,1372.4,Winter,2610.26,0.53,Medium
107,29,119.298,122.672,203.171,0.0,4.221,0.848,207.097,216.231,178.801,0.0,32.809,23.676,1069.565,1085.412,176.698,0.0,39.155,23.307,183.539,178.582,159.329,0.0,76.725,81.681,2022-07-11,1386.67,Winter,2610.26,0.53,Medium
108,29,122.672,130.353,199.467,0.0,8.529,0.848,216.231,229.939,170.255,0.0,36.649,22.941,1085.412,1101.434,169.983,0.0,41.488,25.466,178.582,204.771,153.506,0.0,108.155,81.967,2022-07-18,1436.56,Winter,2610.26,0.55,Medium
109,29,130.353,158.77,189.773,0.0,29.265,0.848,229.939,225.439,154.903,0.0,55.271,59.771,1101.434,1164.055,160.953,0.0,72.719,10.098,204.771,168.961,141.491,0.0,56.398,92.208,2022-07-25,1491.79,Winter,2610.26,0.57,Medium
110,29,158.77,186.042,169.757,0.0,28.12,0.848,225.439,372.744,142.532,0.0,169.829,22.524,1164.055,1272.702,147.835,0.0,108.647,0.0,168.961,223.851,142.656,0.0,97.958,43.068,2022-08-01,1682.6,Winter,2610.26,0.64,High
111,29,186.042,193.813,149.08,0.0,8.618,0.848,372.744,387.902,98.269,0.0,76.298,61.14,1272.702,1338.566,130.313,0.0,73.565,7.701,223.851,286.029,125.382,0.0,129.22,67.042,2022-08-08,1818.41,Winter,2610.26,0.7,High
112,29,193.813,197.468,143.751,0.0,4.503,0.848,387.902,351.784,94.099,0.0,36.012,72.129,1338.566,1368.879,122.205,0.0,62.235,31.921,286.029,268.187,118.827,0.0,64.97,82.812,2022-08-15,1834.53,Winter,2610.26,0.7,High
113,29,197.468,206.279,148.845,0.0,9.658,0.848,351.784,295.684,106.231,0.0,16.56,72.66,1368.879,1410.08,124.755,0.0,75.59,34.389,268.187,268.979,132.589,0.0,85.192,84.401,2022-08-22,1885.34,Winter,2610.26,0.72,High
114,29,206.279,218.032,135.055,0.0,12.6,0.848,295.684,314.094,117.044,0.0,83.804,65.394,1410.08,1474.961,115.101,0.0,80.694,15.812,268.979,299.417,131.056,0.0,106.78,76.342,2022-08-29,1992.41,Winter,2610.26,0.76,High
115,29,218.032,231.759,92.616,0.0,14.575,0.848,314.094,319.363,93.379,0.0,64.123,58.855,1474.961,1544.705,82.215,0.0,89.443,19.699,299.417,309.484,99.408,0.0,92.889,82.822,2022-09-05,2085.95,Winter,2610.26,0.8,Very High
116,29,231.759,241.869,78.921,0.0,10.958,0.848,319.363,355.759,88.926,0.0,60.033,23.637,1544.705,1544.717,64.938,0.0,57.632,57.621,309.484,364.464,88.785,0.0,130.331,75.35,2022-09-12,2151.05,Winter,2610.26,0.82,Very High
117,29,241.869,230.601,59.163,0.0,7.753,19.022,355.759,390.464,77.87,0.0,58.341,23.637,1544.717,1496.938,55.56,0.0,52.494,100.273,364.464,372.842,69.638,0.0,87.376,78.998,2022-09-19,2100.38,Winter,2610.26,0.8,Very High
118,29,230.601,236.246,95.597,0.0,6.492,0.848,390.464,413.023,80.84,0.0,46.196,23.637,1496.938,1445.411,82.877,0.0,45.769,97.296,372.842,407.774,100.76,0.0,102.346,67.415,2022-09-26,2089.43,Winter,2610.26,0.8,Very High
119,29,236.246,248.236,91.903,0.0,12.838,0.848,413.023,455.767,75.087,0.0,68.744,26.0,1445.411,1430.197,87.187,0.0,54.498,69.712,407.774,437.272,95.978,0.0,90.89,61.391,2022-10-03,2115.7,Spring,2610.26,0.81,Very High
120,29,248.236,259.602,80.923,0.0,12.213,0.848,455.767,469.604,66.783,0.0,60.32,46.483,1430.197,1444.183,85.184,0.0,68.638,54.652,437.272,519.762,88.545,0.0,131.093,48.603,2022-10-10,2223.55,Spring,2610.26,0.85,Very High
121,29,259.602,270.186,71.879,0.0,12.846,2.261,469.604,477.136,63.383,0.0,85.498,77.966,1444.183,1495.295,81.162,0.0,92.864,41.752,519.762,560.307,69.501,0.0,113.32,72.776,2022-10-17,2325.79,Spring,2610.26,0.89,Very High
122,29,270.186,291.64,57.104,1.69,23.991,0.848,477.136,599.662,59.491,0.0,145.677,23.15,1495.295,1591.54,68.372,0.0,96.245,0.0,560.307,573.62,50.957,58.936,137.878,65.628,2022-10-24,2456.8,Spring,2610.26,0.94,Very High
123,29,291.64,291.64,6.486,29.302,30.15,0.848,599.662,696.972,16.902,0.0,120.46,23.15,1591.54,1689.265,32.928,0.0,97.726,0.0,573.62,573.62,17.267,111.981,164.222,52.241,2022-10-31,2554.52,Spring,2610.26,0.98,Very High
124,29,291.64,291.64,16.797,17.302,18.15,0.848,696.972,689.714,0.0,0.0,67.744,75.001,1689.265,1745.0,28.653,34.158,115.697,25.804,573.62,573.62,38.322,86.199,146.499,60.3,2022-11-07,2610.26,Spring,2610.26,1.0,Very High
125,29,291.64,287.132,13.99,0.0,10.205,14.713,689.714,658.59,0.0,0.0,48.12,79.244,1745.0,1742.312,7.992,0.0,92.282,94.97,573.62,573.62,22.013,10.149,87.788,77.639,2022-11-14,2603.06,Spring,2610.26,1.0,Very High
126,29,287.132,291.64,64.588,8.723,14.078,0.848,658.59,654.829,12.616,0.0,75.641,79.402,1742.312,1709.868,33.682,0.0,96.88,129.324,573.62,562.161,62.228,0.0,60.914,72.373,2022-11-21,2563.67,Spring,2610.26,0.98,Very High
127,29,291.64,291.64,58.994,9.423,10.271,0.848,654.829,640.654,13.037,0.0,65.457,79.632,1709.868,1693.784,36.092,0.0,104.245,120.33,562.161,573.62,56.653,28.732,89.001,48.81,2022-11-28,2559.04,Spring,2610.26,0.98,Very High
128,29,291.64,291.64,46.891,7.896,8.744,0.848,640.654,608.891,16.878,0.0,47.805,79.568,1693.784,1653.876,31.186,0.0,95.575,135.483,573.62,573.62,42.082,158.128,186.481,28.353,2022-12-05,2519.14,Spring,2610.26,0.97,Very High
129,29,291.64,291.123,11.333,0.0,10.092,10.609,608.891,604.626,16.647,0.0,67.346,71.612,1653.876,1627.207,14.494,0.0,117.868,144.537,573.62,573.62,9.115,34.192,88.107,53.915,2022-12-12,2491.95,Spring,2610.26,0.95,Very High
130,29,291.123,291.64,29.653,1.65,7.221,5.054,604.626,602.085,33.55,0.0,61.909,64.45,1627.207,1621.078,36.402,0.0,103.503,109.632,573.62,573.62,33.752,57.564,102.703,45.139,2022-12-19,2486.34,Spring,2610.26,0.95,Very High
131,29,291.64,270.224,19.706,0.0,8.854,30.27,602.085,608.652,43.577,0.0,64.573,58.005,1621.078,1718.208,52.237,0.0,97.13,0.0,573.62,573.62,26.957,14.432,76.768,62.336,2022-12-26,2562.05,Spring,2610.26,0.98,Very High
132,29,270.224,275.05,90.49,0.0,5.673,0.848,608.652,604.532,45.02,0.0,48.085,52.205,1718.208,1665.664,31.225,0.0,86.975,139.52,573.62,573.545,47.259,0.0,65.494,65.569,2023-01-02,2514.26,Spring,2610.26,0.96,Very High
133,29,275.05,283.326,161.831,0.0,9.124,0.848,604.532,624.201,70.969,0.0,99.376,79.707,1665.664,1723.698,140.218,0.0,173.967,115.933,573.545,573.62,163.19,41.226,98.828,57.527,2023-01-09,2580.64,Spring,2610.26,0.99,Very High
134,29,283.326,287.767,100.032,0.0,5.289,0.848,624.201,592.984,54.633,0.0,48.746,79.963,1723.698,1678.659,79.125,0.0,110.45,155.489,573.62,573.62,115.694,3.817,48.757,44.94,2023-01-16,2540.05,Spring,2610.26,0.97,Very High
135,29,287.767,291.64,158.249,0.314,5.035,0.848,592.984,561.886,77.941,0.0,49.074,80.173,1678.659,1614.825,149.09,0.0,109.873,173.707,573.62,561.807,180.601,0.0,43.623,55.436,2023-01-23,2468.27,Spring,2610.26,0.95,Very High
136,29,291.64,291.64,163.072,3.474,5.284,1.81,561.886,526.385,88.316,0.0,45.155,80.656,1614.825,1566.455,170.139,0.0,107.664,156.035,561.807,540.737,187.557,0.0,47.259,68.33,2023-01-30,2398.83,Spring,2610.26,0.92,Very High
137,29,291.64,278.39,177.573,0.0,4.063,17.313,526.385,492.994,98.5,0.0,47.619,81.01,1566.455,1511.313,186.573,0.0,105.235,160.376,540.737,501.556,207.399,0.0,34.71,73.891,2023-02-06,2291.26,Spring,2610.26,0.88,Very High
138,29,278.39,256.851,186.297,0.0,6.61,28.149,492.994,484.75,105.615,0.0,73.307,81.551,1511.313,1510.969,191.637,0.0,141.415,141.759,501.556,459.567,211.011,0.0,36.789,78.777,2023-02-13,2227.39,Spring,2610.26,0.85,Very High
139,29,256.851,263.492,187.603,0.0,10.902,4.262,484.75,506.836,102.689,0.0,103.823,81.737,1510.969,1585.249,175.421,0.0,174.697,100.417,459.567,452.991,198.247,0.0,62.413,68.989,2023-02-20,2301.73,Spring,2610.26,0.88,Very High
140,29,263.492,271.399,153.831,0.0,8.755,0.848,506.836,480.8,94.301,0.0,55.982,82.018,1585.249,1564.788,131.311,0.0,113.182,133.643,452.991,410.156,161.747,0.0,38.016,80.851,2023-02-27,2246.34,Spring,2610.26,0.86,Very High
141,29,271.399,272.015,162.602,0.0,5.623,5.007,480.8,445.94,107.286,0.0,46.999,81.86,1564.788,1523.071,165.675,0.0,106.266,147.983,410.156,366.1,201.707,0.0,27.528,71.584,2023-03-06,2161.19,Spring,2610.26,0.83,Very High
142,29,272.015,255.884,171.442,0.0,4.835,20.966,445.94,401.491,117.086,0.0,37.985,82.434,1523.071,1473.731,178.706,0.0,87.436,136.776,366.1,309.448,206.114,0.0,16.146,72.798,2023-03-13,2039.06,Spring,2610.26,0.78,High
143,29,255.884,232.518,178.086,0.0,5.144,28.51,401.491,360.047,130.011,0.0,41.3,82.743,1473.731,1460.403,188.027,0.0,102.219,115.547,309.448,257.252,222.568,0.0,16.754,68.951,2023-03-20,1950.17,Spring,2610.26,0.75,High
144,29,232.518,216.089,176.458,0.0,7.949,24.378,360.047,355.022,136.597,0.0,77.636,82.661,1460.403,1495.381,176.13,0.0,133.109,98.131,257.252,223.056,213.965,0.0,26.51,60.706,2023-03-27,1934.53,Spring,2610.26,0.74,High
145,29,216.089,196.848,181.813,0.0,2.446,21.687,355.022,308.601,140.137,0.0,36.154,82.575,1495.381,1442.252,169.644,0.0,92.415,145.543,223.056,223.976,216.203,0.0,56.24,55.32,2023-04-03,1863.08,Spring,2610.26,0.71,High
146,29,196.848,169.761,182.805,0.0,3.182,30.27,308.601,251.087,153.331,0.0,24.677,82.191,1442.252,1342.681,172.045,0.0,71.141,170.712,223.976,206.215,214.88,0.0,35.711,53.472,2023-04-10,1718.66,Spring,2610.26,0.66,High
147,29,169.761,149.098,191.787,0.0,4.058,24.721,251.087,210.557,178.98,0.0,41.974,82.504,1342.681,1271.35,183.792,0.0,77.443,148.773,206.215,210.178,228.171,0.0,39.002,35.039,2023-04-17,1630.63,Spring,2610.26,0.62,High
148,29,149.098,132.194,194.559,0.0,3.638,20.542,210.557,168.666,191.97,0.0,32.363,74.254,1271.35,1175.197,183.129,0.0,62.675,158.827,210.178,193.197,220.638,0.0,25.887,42.867,2023-04-24,1500.59,Spring,2610.26,0.57,Medium
149,29,132.194,121.018,199.598,0.0,7.129,18.305,168.666,220.535,223.688,0.0,76.687,24.818,1175.197,1061.927,189.709,0.0,35.879,149.149,193.197,182.289,235.963,0.0,30.235,41.143,2023-05-01,1365.23,Spring,2610.26,0.52,Medium
150,29,121.018,113.405,197.695,0.0,6.389,14.002,220.535,263.814,189.937,0.0,70.579,27.3,1061.927,980.163,192.789,0.0,67.564,149.328,182.289,186.381,242.135,0.0,45.803,41.711,2023-05-08,1279.95,Spring,2610.26,0.49,Medium
151,29,113.405,106.27,185.813,0.0,10.089,17.224,263.814,228.056,157.667,0.0,46.732,82.489,980.163,929.977,184.091,0.0,88.963,139.148,186.381,159.486,207.969,0.0,31.326,58.221,2023-05-15,1195.73,Spring,2610.26,0.46,Medium
152,29,106.27,81.844,191.797,0.0,5.306,29.732,228.056,187.553,175.192,0.0,42.003,82.507,929.977,895.454,192.386,0.0,107.79,142.313,159.486,131.733,244.495,0.0,33.05,60.803,2023-05-22,1109.03,Spring,2610.26,0.42,Medium
153,29,81.844,91.616,187.922,0.0,10.62,0.848,187.553,176.986,178.879,0.0,63.689,74.256,895.454,866.865,180.985,0.0,92.475,121.065,131.733,148.985,201.327,0.0,72.962,55.71,2023-05-29,1107.47,Spring,2610.26,0.42,Medium
154,29,91.616,97.517,179.458,0.0,6.748,0.848,176.986,200.098,178.355,0.0,47.026,23.915,866.865,860.46,177.099,0.0,54.378,60.782,148.985,158.714,178.938,0.0,72.956,63.227,2023-06-05,1116.69,Spring,2610.26,0.43,Medium
155,29,97.517,104.077,178.488,0.0,7.408,0.848,200.098,225.202,167.462,0.0,51.411,26.306,860.46,848.782,175.585,0.0,48.03,59.708,158.714,204.319,176.337,0.0,100.035,54.429,2023-06-12,1157.18,Spring,2610.26,0.44,Medium
156,29,104.077,118.072,174.456,0.0,14.842,0.848,225.202,226.318,157.063,0.0,80.203,79.087,848.782,897.415,171.299,0.0,91.729,43.096,204.319,208.737,152.392,0.0,79.434,75.016,2023-06-19,1224.22,Spring,2610.26,0.47,Medium
157,29,118.072,124.672,170.546,0.0,7.448,0.848,226.318,193.767,158.054,0.0,49.731,82.283,897.415,927.441,165.571,0.0,92.711,62.686,208.737,200.167,153.683,0.0,72.349,80.919,2023-06-26,1252.28,Spring,2610.26,0.48,Medium
158,29,124.672,123.592,169.93,0.0,5.29,6.37,193.767,165.784,171.009,0.0,45.453,73.436,927.441,912.153,163.337,0.0,55.026,70.313,200.167,187.772,162.392,0.0,57.731,70.127,2023-07-03,1223.52,Spring,2610.26,0.47,Medium
1,30,145.736,150.574,226.908,0.0,5.686,0.848,479.304,429.245,126.469,0.0,32.241,82.3,1069.452,1108.229,212.994,0.0,84.729,45.951,53.647,26.082,205.182,0.0,57.404,84.969,2020-06-29,1284.88,Unknown,2610.26,0.49,Medium
2,30,150.574,158.9,231.614,0.0,9.174,0.848,429.245,402.829,141.449,0.0,47.85,74.266,1108.229,1148.509,215.066,0.0,78.371,38.091,26.082,64.063,243.597,0.0,89.021,51.04,2020-07-06,1371.47,Unknown,2610.26,0.53,Medium
3,30,158.9,167.194,220.307,0.0,9.142,0.848,402.829,355.151,141.028,0.0,34.361,82.039,1148.509,1196.259,199.68,0.0,81.783,34.033,64.063,89.616,201.03,0.0,89.993,64.44,2020-07-13,1453.07,Unknown,2610.26,0.56,Medium
4,30,167.194,171.645,208.359,0.0,5.299,0.848,355.151,315.925,147.111,0.0,41.18,80.406,1196.259,1232.341,187.223,0.0,74.164,38.081,89.616,119.211,191.461,0.0,100.153,70.559,2020-07-20,1523.2,Unknown,2610.26,0.58,Medium
5,30,171.645,196.289,199.83,0.0,25.491,0.848,315.925,303.718,152.875,0.0,55.769,67.976,1232.341,1319.169,175.782,0.0,86.827,0.0,119.211,155.013,185.61,0.0,90.332,54.529,2020-07-27,1670.47,Unknown,2610.26,0.64,High
6,30,196.289,207.128,179.201,0.0,11.687,0.848,303.718,283.823,145.836,0.0,54.879,74.774,1319.169,1401.39,159.804,0.0,90.513,8.292,155.013,154.167,176.796,0.0,76.831,77.677,2020-08-03,1762.68,Unknown,2610.26,0.68,High
7,30,207.128,211.105,170.614,0.0,4.824,0.848,283.823,231.1,150.264,0.0,28.246,80.969,1401.39,1399.73,148.209,0.0,71.351,73.012,154.167,130.073,178.623,0.0,48.715,72.808,2020-08-10,1740.91,Unknown,2610.26,0.67,High
8,30,211.105,218.154,175.526,0.0,7.897,0.848,231.1,191.736,170.822,0.0,33.508,72.873,1399.73,1371.222,153.36,0.0,72.473,100.981,130.073,104.152,195.815,0.0,36.376,62.297,2020-08-17,1693.53,Unknown,2610.26,0.65,High
9,30,218.154,224.965,161.89,0.0,7.659,0.848,191.736,207.308,180.128,0.0,38.096,22.524,1371.222,1279.924,149.198,0.0,35.388,126.686,104.152,107.393,199.684,0.0,57.95,54.709,2020-08-24,1612.28,Unknown,2610.26,0.62,High
10,30,224.965,223.131,151.929,0.0,10.871,12.706,207.308,212.062,171.586,0.0,27.278,22.524,1279.924,1194.286,155.105,0.0,44.182,129.82,107.393,169.575,203.595,0.0,80.017,17.835,2020-08-31,1586.99,Unknown,2610.26,0.61,High
11,30,223.131,201.225,144.761,0.0,7.562,29.468,212.062,226.799,161.192,0.0,38.374,23.637,1194.286,1127.942,156.542,0.0,47.245,113.59,169.575,247.383,191.107,0.0,95.46,17.651,2020-09-07,1576.55,Unknown,2610.26,0.6,High
12,30,201.225,177.288,152.632,0.0,6.333,30.27,226.799,222.839,154.561,0.0,22.04,26.0,1127.942,1030.129,160.181,0.0,40.698,138.511,247.383,257.435,171.392,0.0,66.633,56.581,2020-09-14,1464.85,Unknown,2610.26,0.56,Medium
13,30,177.288,183.682,210.558,0.0,7.242,0.848,222.839,178.413,169.321,0.0,34.233,78.658,1030.129,1028.853,202.817,0.0,85.914,87.19,257.435,285.658,220.161,0.0,78.976,50.753,2020-09-21,1498.19,Unknown,2610.26,0.57,Medium
14,30,183.682,192.211,161.773,0.0,9.376,0.848,178.413,149.067,170.219,0.0,39.592,68.939,1028.853,1031.713,167.291,0.0,73.549,70.688,285.658,282.918,163.183,0.0,63.478,66.218,2020-09-28,1506.84,Unknown,2610.26,0.58,Medium
15,30,192.211,202.903,187.41,0.0,11.54,0.848,149.067,133.251,194.952,0.0,46.229,62.045,1031.713,1061.409,190.652,0.0,77.349,47.653,282.918,260.276,202.657,0.0,50.546,73.188,2020-10-05,1524.59,Unknown,2610.26,0.58,Medium
16,30,202.903,225.227,179.083,0.0,23.172,0.848,133.251,197.416,204.009,0.0,87.314,23.15,1061.409,1121.023,185.795,0.0,70.875,11.261,260.276,265.626,211.347,0.0,69.923,64.573,2020-10-12,1611.88,Unknown,2610.26,0.62,High
17,30,225.227,238.08,120.827,0.0,13.7,0.848,197.416,249.822,164.411,0.0,75.556,23.15,1121.023,1145.654,146.493,0.0,63.835,39.204,265.626,250.021,173.5,0.0,49.623,65.228,2020-10-19,1633.76,Unknown,2610.26,0.63,High
